kum	 verb-pres 	kum	Intransitive:    (archaic) To die ; Compare 'gum
'phur	 verb-fut 	'phur	Intransitive:  Involuntary:  1. To fly. 2. To fan, flop to and fro ; To fly, to fly in the sky ; 1. (of a bird or kind of insect) To use wings to go, come in the intermediate space between heaven and earth. 2. For something to float, fly in the sky ; To go in the sky, fly in the intermediate space between heaven and earth ;{:tag :ref, :attrs nil, :content ["(Simon 1971: 474)"]}
'phul	 verb-pres 	'phul	Transitive:  Voluntary:  To press, drive, push, knock ; To be prefixed, to come in front of ; To make pass ; 1. To leave behind, abandon, reject. 2. To prefix a letter to a root letter ;
'phul(d)	 verb-past 	'phul	Transitive:  Voluntary:  To press, drive, push, knock ; To be prefixed, to come in front of ; To make pass ; 1. To leave behind, abandon, reject. 2. To prefix a letter to a root letter ;
'phul	 verb-fut 	'phul	Transitive:  Voluntary:  To press, drive, push, knock ; To be prefixed, to come in front of ; To make pass ; 1. To leave behind, abandon, reject. 2. To prefix a letter to a root letter ;
'phen(d)	 verb-pres 	'phen	Transitive:  Voluntary:  To throw, to fling ; To throw, shoot, to give up ; To expel, shoot out (arrows, bullets &c.) relying on (elastic power &c.) ; To throw, strike, throw out, throw away ;
'phangs	 verb-past 	'phen	Transitive:  Voluntary:  To throw, to fling ; To throw, shoot, to give up ; To expel, shoot out (arrows, bullets &c.) relying on (elastic power &c.) ; To throw, strike, throw out, throw away ;
'phang	 verb-fut 	'phen	Transitive:  Voluntary:  To throw, to fling ; To throw, shoot, to give up ; To expel, shoot out (arrows, bullets &c.) relying on (elastic power &c.) ; To throw, strike, throw out, throw away ;
'pher	 verb-pres 	'pher	Intransitive:  Involuntary:  To raise ; To be able, to be capable, to be serviceable, to be eligible ; To be able, appropriate ;
pher(d)	 verb-past 	'pher	Intransitive:  Involuntary:  To raise ; To be able, to be capable, to be serviceable, to be eligible ; To be able, appropriate ;
pher	 verb-fut 	'pher	Intransitive:  Involuntary:  To raise ; To be able, to be capable, to be serviceable, to be eligible ; To be able, appropriate ;
'phel	 verb-pres 	'phel	Intransitive:  Involuntary:  To increase (either in number or in size), to become more or larger ; To increase, to become larger, bigger, to become wider, develop ; 1. To increase in number. 2. To increase in size, volume ; To increase in size, increase in number ;{:tag :ref, :attrs nil, :content ["(Denwood 1991: 136) ."]}
'phel	 verb-past 	'phel	Intransitive:  Involuntary:  To increase (either in number or in size), to become more or larger ; To increase, to become larger, bigger, to become wider, develop ; 1. To increase in number. 2. To increase in size, volume ; To increase in size, increase in number ;{:tag :ref, :attrs nil, :content ["(Denwood 1991: 136) ."]}
'phel	 verb-fut 	'phel	Intransitive:  Involuntary:  To increase (either in number or in size), to become more or larger ; To increase, to become larger, bigger, to become wider, develop ; 1. To increase in number. 2. To increase in size, volume ; To increase in size, increase in number ;{:tag :ref, :attrs nil, :content ["(Denwood 1991: 136) ."]}
'pho	 verb-pres 	'pho	Intransitive:  Involuntary:  To change place, go, move oneself away, migrate ; To be transferred, to move from one place to another place, to change ; 1. To move from one place to another place. 2. To die ; To go, to pass on ;{:tag :ref, :attrs nil, :content ["(Beyer 1992: 83)"]}
'phos	 verb-past 	'pho	Intransitive:  Involuntary:  To change place, go, move oneself away, migrate ; To be transferred, to move from one place to another place, to change ; 1. To move from one place to another place. 2. To die ; To go, to pass on ;{:tag :ref, :attrs nil, :content ["(Beyer 1992: 83)"]}
'pho	 verb-fut 	'pho	Intransitive:  Involuntary:  To change place, go, move oneself away, migrate ; To be transferred, to move from one place to another place, to change ; 1. To move from one place to another place. 2. To die ; To go, to pass on ;{:tag :ref, :attrs nil, :content ["(Beyer 1992: 83)"]}
'phog	 verb-pres 	'phog	Intransitive:  Involuntary:  To strike, to affect, influence, touch ; To hit, strike ; 1. To hit on top. 2. To come on top of the meaning of a verbal expression, to hurt, to offend someone. 3. To get sick, be ill ; To hit, strike ; Compare 'bags
phog	 verb-past 	'phog	Intransitive:  Involuntary:  To strike, to affect, influence, touch ; To hit, strike ; 1. To hit on top. 2. To come on top of the meaning of a verbal expression, to hurt, to offend someone. 3. To get sick, be ill ; To hit, strike ; Compare 'bags
phog	 verb-fut 	'phog	Intransitive:  Involuntary:  To strike, to affect, influence, touch ; To hit, strike ; 1. To hit on top. 2. To come on top of the meaning of a verbal expression, to hurt, to offend someone. 3. To get sick, be ill ; To hit, strike ; Compare 'bags
phongs	 verb-pres 	'phong	Intransitive:  Involuntary:  1. To be poor, indigent, unfortunate. 2. (with instrumental) To be bereft of, to lose ; To be destitute, to become poor ; To become poor, to not have many possessions ; To be poor ;
'phongs	 verb-past 	'phong	Intransitive:  Involuntary:  1. To be poor, indigent, unfortunate. 2. (with instrumental) To be bereft of, to lose ; To be destitute, to become poor ; To become poor, to not have many possessions ; To be poor ;
phongs	 verb-fut 	'phong	Intransitive:  Involuntary:  1. To be poor, indigent, unfortunate. 2. (with instrumental) To be bereft of, to lose ; To be destitute, to become poor ; To become poor, to not have many possessions ; To be poor ;
'phol	 verb-pres 	'phol	  To break through the difficulties of knowing ;
phol(d)	 verb-past 	'phol	  To break through the difficulties of knowing ;
phol	 verb-fut 	'phol	  To break through the difficulties of knowing ;
'phya	 verb-pres 	'phya	Transitive:  Voluntary:  To blame, censure, chide, abuse, deride ; To reprove, to blame, criticize ; To abuse, mistreat, insult, belittle ;
'phyas	 verb-past 	'phya	Transitive:  Voluntary:  To blame, censure, chide, abuse, deride ; To reprove, to blame, criticize ; To abuse, mistreat, insult, belittle ;
'phya	 verb-fut 	'phya	Transitive:  Voluntary:  To blame, censure, chide, abuse, deride ; To reprove, to blame, criticize ; To abuse, mistreat, insult, belittle ;
'phyag	 verb-pres 	'phyag	Intransitive:  Voluntary:  To sweep ; To sweep, to clean with a broom ; To clean dirt, dust with a broom ; To clean ;
'phyags	 verb-past 	'phyag	Intransitive:  Voluntary:  To sweep ; To sweep, to clean with a broom ; To clean dirt, dust with a broom ; To clean ;
'phyag	 verb-fut 	'phyag	Intransitive:  Voluntary:  To sweep ; To sweep, to clean with a broom ; To clean dirt, dust with a broom ; To clean ;
'phyang	 verb-pres 	'phyang	Intransitive:  Involuntary:  To hang down, to be suspended, to hang on to ; To be suspended, to hang down ; To hang down from the end of a long thing ; To be bent downward by nature ;
'phyangs	 verb-past 	'phyang	Intransitive:  Involuntary:  To hang down, to be suspended, to hang on to ; To be suspended, to hang down ; To hang down from the end of a long thing ; To be bent downward by nature ;
'phyang	 verb-fut 	'phyang	Intransitive:  Involuntary:  To hang down, to be suspended, to hang on to ; To be suspended, to hang down ; To hang down from the end of a long thing ; To be bent downward by nature ;
'phyan	 verb-pres 	'phyan	Intransitive:  Voluntary:  To ramble, range, roam about, wander, stray from (Jä) ; To wander, to ramble ; 1. To turn. 2. To travel without a definite destination ; To roam, wander ;
'phyan(d)	 verb-past 	'phyan	Intransitive:  Voluntary:  To ramble, range, roam about, wander, stray from (Jä) ; To wander, to ramble ; 1. To turn. 2. To travel without a definite destination ; To roam, wander ;
'phyan	 verb-fut 	'phyan	Intransitive:  Voluntary:  To ramble, range, roam about, wander, stray from (Jä) ; To wander, to ramble ; 1. To turn. 2. To travel without a definite destination ; To roam, wander ;
'phyar	 verb-pres 	'phyar	Transitive:  Voluntary:  1. To hoist, lift, to hold aloft. 2. To show, to represent, to excite, to awaken (Cs.) ; To lift up, to raise, to hoist a flag ; 1. To winnow (kinds of grain &c.) in the wind. 2. To stick in a high place ; To raise, hoist on high ;
phyar(d)	 verb-past 	'phyar	Transitive:  Voluntary:  1. To hoist, lift, to hold aloft. 2. To show, to represent, to excite, to awaken (Cs.) ; To lift up, to raise, to hoist a flag ; 1. To winnow (kinds of grain &c.) in the wind. 2. To stick in a high place ; To raise, hoist on high ;
'phyar	 verb-fut 	'phyar	Transitive:  Voluntary:  1. To hoist, lift, to hold aloft. 2. To show, to represent, to excite, to awaken (Cs.) ; To lift up, to raise, to hoist a flag ; 1. To winnow (kinds of grain &c.) in the wind. 2. To stick in a high place ; To raise, hoist on high ;
'phyi	 verb-pres 	'phyi	Intransitive:  Involuntary:  To be late, to be belated, to come too late ; To be late, to come later ; For a certain time to pass ; To be late, to be delayed ;
'phyis	 verb-past 	'phyi	Intransitive:  Involuntary:  To be late, to be belated, to come too late ; To be late, to come later ; For a certain time to pass ; To be late, to be delayed ;
'phyi	 verb-fut 	'phyi	Intransitive:  Involuntary:  To be late, to be belated, to come too late ; To be late, to come later ; For a certain time to pass ; To be late, to be delayed ;
'phyi	 verb-pres 	'phyi	  To be effaced ;
	 verb-past 	'phyi	  To be effaced ;
	 verb-fut 	'phyi	  To be effaced ;
'phyings	 verb-pres 	'phying	Intransitive:  Involuntary:  To intermingle, to become like felt ; To be tangled ; To be tangled, get stuck together ;
phying	 verb-past 	'phying	Intransitive:  Involuntary:  To intermingle, to become like felt ; To be tangled ; To be tangled, get stuck together ;
'phying	 verb-fut 	'phying	Intransitive:  Involuntary:  To intermingle, to become like felt ; To be tangled ; To be tangled, get stuck together ;
'phyid	 verb-pres 	'phyid	Intransitive:  Involuntary:  To suffice, be enough ; To spoil the eyes in snow ; 1. To suffer in the limbs, or power of eyesight. 2. To finish, to carry through with ; Compare 'byid
phyid	 verb-past 	'phyid	Intransitive:  Involuntary:  To suffice, be enough ; To spoil the eyes in snow ; 1. To suffer in the limbs, or power of eyesight. 2. To finish, to carry through with ; Compare 'byid
'phyid	 verb-fut 	'phyid	Intransitive:  Involuntary:  To suffice, be enough ; To spoil the eyes in snow ; 1. To suffer in the limbs, or power of eyesight. 2. To finish, to carry through with ; Compare 'byid
'phyil	 verb-pres 	'phyil	  To wind, to twist (Wdn.) (Jä) ;
	 verb-past 	'phyil	  To wind, to twist (Wdn.) (Jä) ;
	 verb-fut 	'phyil	  To wind, to twist (Wdn.) (Jä) ;
'phyug	 verb-pres 	'phyug	Intransitive:  Involuntary:  1. To mistake, to be mistaken. 2. To miss ; To mistake, to be mistaken ; To make a mistake, to be confused ; To make a mistake, blunder, go wrong ; Compare 'chug
'phyugs	 verb-past 	'phyug	Intransitive:  Involuntary:  1. To mistake, to be mistaken. 2. To miss ; To mistake, to be mistaken ; To make a mistake, to be confused ; To make a mistake, blunder, go wrong ; Compare 'chug
'phyug	 verb-fut 	'phyug	Intransitive:  Involuntary:  1. To mistake, to be mistaken. 2. To miss ; To mistake, to be mistaken ; To make a mistake, to be confused ; To make a mistake, blunder, go wrong ; Compare 'chug
'phyur	 verb-pres 	'phyur	Intransitive:  Involuntary:  1. To ascend, to mount, to rise up (of smoke), to overflow, inundate (of rivers, lakes &c.). 2. To heap up, to accumulate (Sch.) ; To rise up, to overflow ; To bubble up (clouds, smoke &c.) ; To spread, diffuse, curl, swirl ;
'phyur(d)	 verb-past 	'phyur	Intransitive:  Involuntary:  1. To ascend, to mount, to rise up (of smoke), to overflow, inundate (of rivers, lakes &c.). 2. To heap up, to accumulate (Sch.) ; To rise up, to overflow ; To bubble up (clouds, smoke &c.) ; To spread, diffuse, curl, swirl ;
'phyur	 verb-fut 	'phyur	Intransitive:  Involuntary:  1. To ascend, to mount, to rise up (of smoke), to overflow, inundate (of rivers, lakes &c.). 2. To heap up, to accumulate (Sch.) ; To rise up, to overflow ; To bubble up (clouds, smoke &c.) ; To spread, diffuse, curl, swirl ;
'phye	 verb-pres 	'phye	Intransitive:  Involuntary:  To crawl, to creep, like snakes ; To creep like a snake, to move on stomach close to the ground [sic] ; To crawl, slither without feet ; To go ;
'phyes	 verb-past 	'phye	Intransitive:  Involuntary:  To crawl, to creep, like snakes ; To creep like a snake, to move on stomach close to the ground [sic] ; To crawl, slither without feet ; To go ;
'phye	 verb-fut 	'phye	Intransitive:  Involuntary:  To crawl, to creep, like snakes ; To creep like a snake, to move on stomach close to the ground [sic] ; To crawl, slither without feet ; To go ;
'phyo	 verb-pres 	'phyo	Intransitive:  Involuntary:  1. To move, throb, be agitated. 2. To soar, to float in the air (Thgy.). 3. To flow forth, heave, smell (of fluids). 4. To range, roam about, gambol ; To move, to wave, to throb ; 1. To leap, surge upward. 2. To flitter about because of one condition (of the mind). 3. To float, glide on the surface of water ; 1. To fly, leap. 2. To raise up, jump. 3. For the mind to be unhappy ;{:tag :ref, :attrs nil, :content ["(Beyer 1992: 83)"]}
'phyos	 verb-past 	'phyo	Intransitive:  Involuntary:  1. To move, throb, be agitated. 2. To soar, to float in the air (Thgy.). 3. To flow forth, heave, smell (of fluids). 4. To range, roam about, gambol ; To move, to wave, to throb ; 1. To leap, surge upward. 2. To flitter about because of one condition (of the mind). 3. To float, glide on the surface of water ; 1. To fly, leap. 2. To raise up, jump. 3. For the mind to be unhappy ;{:tag :ref, :attrs nil, :content ["(Beyer 1992: 83)"]}
'phyo	 verb-fut 	'phyo	Intransitive:  Involuntary:  1. To move, throb, be agitated. 2. To soar, to float in the air (Thgy.). 3. To flow forth, heave, smell (of fluids). 4. To range, roam about, gambol ; To move, to wave, to throb ; 1. To leap, surge upward. 2. To flitter about because of one condition (of the mind). 3. To float, glide on the surface of water ; 1. To fly, leap. 2. To raise up, jump. 3. For the mind to be unhappy ;{:tag :ref, :attrs nil, :content ["(Beyer 1992: 83)"]}
